database,schema,table,row_count,total_mb,used_mb
Megatron,dbo,zzz_Refinement,0,0.000000,0.000000
Megatron,dbo,zzz_RegiftBackUp,0,0.000000,0.000000
Megatron,dbo,zzz_SearchQueries,0,0.000000,0.000000
Megatron,dbo,zzz_SearchQueries_v2,0,0.015625,0.015625
Megatron,dbo,zzz_SearchQueries_v3,0,0.000000,0.000000
Megatron,dbo,zzz_SearchQueriesLogs,0,0.000000,0.000000
Megatron,dbo,zzz_SilverPop_Buyer_Leads,0,0.000000,0.000000
Megatron,dbo,zzz_SilverPop_TJS_Account,0,0.000000,0.000000
Megatron,dbo,zzz_solar_autos,0,0.000000,0.000000
Megatron,dbo,zzz_SPFIND,0,0.000000,0.000000
Megatron,dbo,zzz_SponsoredLog,0,0.000000,0.000000
Megatron,dbo,zzz_synonyms,0,0.000000,0.000000
Megatron,dbo,zzz_temp_adez_Business,0,0.000000,0.000000
Megatron,dbo,zzz_tempcitygridcats,0,0.000000,0.000000
Megatron,dbo,zzz_tempproofingsummary,0,0.000000,0.000000
Megatron,dbo,zzz_TempVastPhoneData,0,0.000000,0.000000
Megatron,dbo,zzz_timvehicledata,0,0.148437,0.039062
Megatron,dbo,zzz_TMPAttribution,0,0.000000,0.000000
Megatron,dbo,zzz_Voter,0,0.000000,0.000000
Megatron,dbo,zzz_WhosCallingAccount,0,0.015625,0.015625
Megatron,dbo,zzz_WhosCalllingMasterCampaign,0,0.562500,0.453125
MegatronRepository,dbo,ListingRepository,73790475,53348.085937,53343.882812
MegatronRepository,dbo,ListingVehicleRepository,69370619,18933.632812,18926.109375
MegatronRepository,dbo,acc_id_lst_ID,12498629,224.585937,218.914062
MegatronRepository,dbo,LeadQueueRepository,7892374,14637.835937,14635.468750
MegatronRepository,dbo,ListingLastUpload,428399,12.726562,9.492187
MegatronRepository,dbo,ReceiptRepository,59632,14.031250,13.976562
MegatronRepository,dbo,_MigrateListing,13941,2.320312,2.281250
MegatronRepository,dbo,_MigrateListingVehicle,13941,2.257812,2.242187
MegatronRepository,dbo,BKUPLog,11221,0.351562,0.328125
MegatronRepository,dbo,RefundRepository,3697,0.546875,0.515625
MegatronRepository,dbo,BKUPHistory,1986,0.140625,0.117187
MegatronRepository,dbo,AllScheduledJobsOnServer,911,0.781250,0.390625
MegatronRepository,dbo,_MigrateLeadqueue,17,1.140625,0.156250
MegatronRepository,dbo,BKUPSteps,13,0.015625,0.015625
MegatronRepository,dbo,DBINFO,12,0.015625,0.015625
MegatronRepository,dbo,znfStatus,5,0.015625,0.015625
MegatronRepository,dbo,CoreLog,4,0.015625,0.015625
MegatronRepository,dbo,BKUPSettings,1,0.015625,0.015625
MegatronRepository,dbo,IntMaxes,1,0.015625,0.015625
MegatronRepository,dbo,DealerVault_Matched,0,0.070312,0.015625
MegatronRepository,dbo,DealerVault_Matching,0,1.070312,0.140625
MegatronRepository,dbo,EmailObjectsRepository,0,0.000000,0.000000
MegatronRepository,dbo,LogFile,0,0.000000,0.000000
MegatronRepository,dbo,MailQueueRepository,0,0.000000,0.000000
MegatronRepository,dbo,SearchQueriesLogsRepository,0,0.000000,0.000000
MegatronRepository,dbo,ZipNFTP,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Destination_Budgets,15511902,1533.445312,1530.796875
OutboundFeeds,dbo,obf_LotVantage_CrawlData,752760,2888.968750,2885.218750
OutboundFeeds,dbo,obf_CarFax_Data,464287,81.070312,81.046875
OutboundFeeds,dbo,obf_BestRidecom_Ads,316740,1042.343750,1042.093750
OutboundFeeds,dbo,obf_VastFree_Ads,253310,250.695312,250.625000
OutboundFeeds,dbo,obf_Web2Carz_Free_Ads,223826,759.140625,759.000000
OutboundFeeds,dbo,FTP_Log,166746,119.132812,118.609375
OutboundFeeds,dbo,obf_Criteo_Vehicles,164827,291.757812,291.710937
OutboundFeeds,dbo,AccountDestinations,85584,15.109375,13.390625
OutboundFeeds,dbo,obf_PlatformAuto_Ads,79953,227.007812,226.953125
OutboundFeeds,dbo,obf_PlatformAuto_Ads_Hash,79952,228.570312,228.523437
OutboundFeeds,dbo,ZipSize,62718,21.117187,16.078125
OutboundFeeds,dbo,OutboundLog,45859,5.132812,5.093750
OutboundFeeds,dbo,obf_ResponseLogix_Data,18218,69.257812,69.250000
OutboundFeeds,dbo,obf_FeedHub_CrawlData,13596,70.515625,70.382812
OutboundFeeds,dbo,BKUPLog,10602,0.320312,0.281250
OutboundFeeds,dbo,obf_TapClassifieds_Ads,8679,34.445312,34.429687
OutboundFeeds,dbo,obf_LotVantage_Ads,8384,35.265625,34.539062
OutboundFeeds,dbo,obf_ResponsePath_Data,6232,27.070312,27.023437
OutboundFeeds,dbo,PlatformAuto_ExportSummary,4542,0.671875,0.640625
OutboundFeeds,dbo,obf_InstaVid360_Ads,2987,7.882812,7.882812
OutboundFeeds,dbo,SQLInjectionCheck,2667,0.132812,0.132812
OutboundFeeds,dbo,BKUPHistory,2344,0.132812,0.132812
OutboundFeeds,dbo,OBF_BRcom_Dealers_Lookup,2130,0.593750,0.429687
OutboundFeeds,dbo,CoreLog,1952,0.632812,0.609375
OutboundFeeds,dbo,CarFaxManager,1765,0.351562,0.218750
OutboundFeeds,dbo,Web__OBF_LatestRecord,1559,0.320312,0.210937
OutboundFeeds,dbo,obf_BRcomFree_ads,1541,6.820312,6.781250
OutboundFeeds,dbo,obf_BestRidecom_Dealers,1029,0.265625,0.226562
OutboundFeeds,dbo,DestinationXLate,976,0.054687,0.054687
OutboundFeeds,dbo,AllScheduledJobsOnServer,878,0.320312,0.312500
OutboundFeeds,dbo,obf_VastFree_Dealers,706,0.132812,0.125000
OutboundFeeds,dbo,Dw_ResponsePath,386,0.070312,0.015625
OutboundFeeds,dbo,obf_EveryAuto_Ads,356,2.632812,2.632812
OutboundFeeds,dbo,obf_PlatformAuto_Dealers,305,0.070312,0.062500
OutboundFeeds,dbo,Dw_ResponseLogix,278,0.070312,0.015625
OutboundFeeds,dbo,obf_CraigsListLV_Ads,262,3.953125,3.437500
OutboundFeeds,dbo,obf_CraigsListDT_Ads,212,1.007812,0.953125
OutboundFeeds,dbo,Tables_Sizes,130,0.023437,0.023437
OutboundFeeds,dbo,Destinations,69,0.015625,0.015625
OutboundFeeds,dbo,obf_TJS_Export,56,0.070312,0.023437
OutboundFeeds,dbo,DBINFO,38,0.015625,0.015625
OutboundFeeds,dbo,obf_LotVantage_Dealers,29,0.070312,0.015625
OutboundFeeds,dbo,BKUPSteps,13,0.015625,0.015625
OutboundFeeds,dbo,obf_BRcomFree_dealers,6,0.070312,0.015625
OutboundFeeds,dbo,obf_AuctionMappings,5,0.070312,0.015625
OutboundFeeds,dbo,obf_CraigsListDT_Dealers,4,0.070312,0.015625
OutboundFeeds,dbo,OBF_CreditLogix_Dealers_Lookup,3,0.070312,0.015625
OutboundFeeds,dbo,obf_CraigsListLV_Dealers,2,0.070312,0.015625
OutboundFeeds,dbo,obf_EveryAuto_Dealers,2,0.070312,0.015625
OutboundFeeds,dbo,obf_TapClassifieds_Dealers,2,0.070312,0.015625
OutboundFeeds,dbo,sysdiagrams,2,0.039062,0.039062
OutboundFeeds,dbo,BKUPSettings,1,0.015625,0.015625
OutboundFeeds,dbo,obf_Auction123_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutoByTel_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutoByTel_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_Autolist_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutoList_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_automarketdirect_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_automarketdirect_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutomotiveCom_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutomotiveCom_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutosUsados_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_AutosUsados_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_CarsDirect_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_CarsDirect_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_CreditLogix_Data,1,0.070312,0.015625
OutboundFeeds,dbo,obf_DetroitTrading_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_DetroitTrading_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_eBayMotorsLV_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_eBayMotorsLV_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_GetAuto_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_GetAuto_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_ISeeCars_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_rentus_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_rentus_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_tmp_ADS,1,0.070312,0.015625
OutboundFeeds,dbo,obf_TMP_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_Vast_Paid_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,obf_Vast_Paid_Dealers,1,0.070312,0.015625
OutboundFeeds,dbo,obf_Web2Carz_Paid_Ads,1,0.070312,0.015625
OutboundFeeds,dbo,DestinationSources,0,0.000000,0.000000
OutboundFeeds,dbo,ibf_CarFax,0,0.000000,0.000000
OutboundFeeds,dbo,ibf_CarFax_LastRun,0,0.000000,0.000000
OutboundFeeds,dbo,ibf_CarFax_Temp,0,0.000000,0.000000
OutboundFeeds,dbo,ImageProxyAccounts,0,0.015625,0.015625
OutboundFeeds,dbo,ImagesXML,0,0.000000,0.000000
OutboundFeeds,dbo,IntMaxes,0,0.000000,0.000000
OutboundFeeds,dbo,obf_AmericanClassifieds_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Auction123_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_AutaBuy_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_AutaBuy_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Campusave_Temp,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarDomain_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarDomain_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarGigi_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarGigi_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarGurus_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CarGurus_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CharterDealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_CharterDealers_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Claz_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DealerCMO_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DealerCMO_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Dealix_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DealSea_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DealSea_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DetroitTrading_RE_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DetroitTrading_RE_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DetroitTrading_TESTAds,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DetroitTrading_TESTDealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DominionVDP_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_DominionVDP_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_GumiyoJ,0,0.000000,0.000000
OutboundFeeds,dbo,obf_GumiyoV,0,0.000000,0.000000
OutboundFeeds,dbo,obf_HighGear_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_HighGear_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Indeed_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_LemonFree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_LemonFree_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_LendingTree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_LendingTree_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_MerchantCircle_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_MerchantCircle_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_OodleFree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_OodlePaid_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_PennySaver_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutaBuy_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutaBuy_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutoByTel_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutoByTel_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Autolist_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutoList_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutomotiveCom_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_AutomotiveCom_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_CampUSave_Temp,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_CharterDealers_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Claz_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_craigslistDT_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_craigslistDT_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_DealerCMO_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_DealerCMO_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_EveryAuto_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_EveryAuto_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_GetAuto_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_GetAuto_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_GumiyoV,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_iseecars_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_LemonFree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_LemonFree_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_LendingTree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_LendingTree_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_MerchantCircle_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_MerchantCircle_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Oodle_Paid_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_OodleFree_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Vast_Paid_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Vast_Paid_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_RE_Web2Carz_Paid_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_SimplyHiredAds,0,0.000000,0.000000
OutboundFeeds,dbo,obf_TEN_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_TEN_Dealers,0,0.000000,0.000000
OutboundFeeds,dbo,obf_Vast_Free_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,obf_WantAdDigest_Ads,0,0.000000,0.000000
OutboundFeeds,dbo,TMPWorldwideJobs,0,0.000000,0.000000
PetFinder,dbo,SilverpopAccountStatus,107872,13.507812,13.507812
PetFinder,dbo,ZipCodeRequestCount,90224,3.757812,3.734375
PetFinder,dbo,ZipCode,42890,2.695312,2.656250
PetFinder,dbo,PetFinderPets,15734,18.578125,18.515625
PetFinder,dbo,BKUPLog,10547,0.320312,0.281250
PetFinder,dbo,URLEncodeNumbers,8000,0.132812,0.132812
PetFinder,dbo,SilverpopMailQueueStatus,6043,0.632812,0.585937
PetFinder,dbo,BKUPHistory,2388,0.132812,0.132812
PetFinder,dbo,PetFinderShelters,883,0.132812,0.117187
PetFinder,dbo,PetFinderCalls,408,0.039062,0.039062
PetFinder,dbo,CoreLog,397,0.140625,0.125000
PetFinder,dbo,URLResponseLog,128,0.218750,0.109375
PetFinder,dbo,GetJobURLResponse,108,0.070312,0.031250
PetFinder,dbo,AllScheduledJobsOnServer,87,0.070312,0.046875
PetFinder,dbo,DBINFO,54,0.015625,0.015625
PetFinder,dbo,SilverpopUpdateStatus,26,0.070312,0.015625
PetFinder,dbo,BKUPSteps,13,0.015625,0.015625
PetFinder,dbo,BKUPSettings,1,0.015625,0.015625
PetFinder,dbo,CerritosResponse,1,0.164062,0.164062
PetFinder,dbo,ibf_EpicMotorSports_Data,1,0.328125,0.265625
PetFinder,dbo,sysdiagrams,1,0.039062,0.039062
PetFinder,dbo,_SilverPop_temp,0,0.000000,0.000000
PetFinder,dbo,IntMaxes,0,0.000000,0.000000
PetFinder,dbo,URLResponse,0,1.296875,1.296875
Prime,dbo,grail_srpactions_daily,98884098,4801.828125,4709.531250
Prime,dbo,DisplayGEO,32038337,7753.078125,7678.976562
Prime,dbo,PlatformAuto_Stats,31776870,3518.109375,3517.281250
Prime,dbo,VDPSERPPerformance,19790345,1239.570312,1239.515625
Prime,dbo,GVAVDPDatav2,15869227,2847.250000,2821.750000
Prime,dbo,GclIdTracking,7186030,7681.695312,7210.023437
Prime,dbo,GAAnalyticsData,6388117,2340.601562,2093.593750
Prime,dbo,GVAVDPData,5994636,1657.500000,1656.609375
Prime,dbo,ImageProxy_By_Date_Listing,4120490,122.695312,116.812500
Prime,dbo,Display,3918108,832.828125,807.132812
Prime,dbo,VehicleSnapshot,3788194,697.007812,696.726562
Prime,dbo,VINtoURLMapping,3309379,899.070312,898.015625
Prime,dbo,___LegacyInventoryHistory,1661808,198.445312,198.437500
Prime,dbo,VDPPerformance,1060563,174.390625,172.312500
Prime,dbo,LocalSearchActionTotal,1015627,121.671875,119.343750
Prime,dbo,VideoAdCampaignGeoData,967843,310.476562,272.929687
Prime,dbo,SegmentedCampaignPerformance,769085,148.179687,147.648437
Prime,dbo,PlatformAuto_Campaigns,552352,79.546875,74.960937
Prime,dbo,VideoAdCampaignInventoryData,420016,138.468750,119.375000
Prime,dbo,YextLocation,342341,1434.468750,1433.859375
Prime,dbo,YextCustomer,327223,73.367187,73.148437
Prime,dbo,TikTokCampaignDataset,303118,14.140625,13.664062
Prime,dbo,VideoAdCampaignTechnologyData,302791,91.039062,71.695312
Prime,dbo,ImageProxy_By_Date_Account,208471,7.226562,5.421875
Prime,dbo,GVACampaignDataset,144355,22.312500,21.375000
Prime,dbo,DTCL_Calls,121945,20.789062,19.984375
Prime,dbo,YextSubscription,120216,185.320312,185.281250
Prime,dbo,GoogleAdsMapping,120070,10.195312,10.164062
Prime,dbo,grail_srpactions_daily_Mar2026,102674,4.195312,3.742187
Prime,dbo,adword_api_location_criteria_20160329,86460,7.695312,7.679687
Prime,dbo,PlatformAuto_Stats_VKLeeSave,85379,9.507812,9.382812
Prime,dbo,MetaCampaignInfo,57280,15.421875,14.765625
Prime,dbo,PlatformAuto_Stats_temp,35845,3.960937,3.914062
Prime,dbo,VDPPerformanceBackupTim,34679,5.507812,5.492187
Prime,dbo,___Legacy_Pipe,21029,1.500000,1.398437
Prime,dbo,FB_PL_Cost,20894,2.007812,1.968750
Prime,dbo,LocationFulfillmentEventLog,15473,1.273437,1.234375
Prime,dbo,ImportLog,10639,4.492187,3.312500
Prime,dbo,BKUPLog,10201,0.351562,0.304687
Prime,dbo,ClientFulfillmentEventLog,9690,0.828125,0.773437
Prime,dbo,YextTmpiCategoryMapping,9368,1.265625,1.226562
Prime,dbo,MappingLocation,6203,1.664062,1.195312
Prime,dbo,Job_Completion_Display_Alert_Log,5953,1.062500,0.781250
Prime,dbo,VideoAdCampaignReportData,5717,14.968750,2.640625
Prime,dbo,DisplayAdWordsOverwrite,5512,0.867187,0.609375
Prime,dbo,vdptempEA,4759,0.320312,0.273437
Prime,dbo,CityGridPlaces,4279,0.671875,0.445312
Prime,dbo,PlatformAuto_GetFlight_info,4220,2.695312,2.640625
Prime,dbo,obr_NetworkPerformance_V7_GH_REMARKETING,4133,0.570312,0.421875
Prime,dbo,DisplayMasterOverwrite,3520,0.406250,0.289062
Prime,dbo,PlatformAuto_FlightCampaigns,3001,0.320312,0.265625
Prime,dbo,Display_Delete,2370,0.445312,0.062500
Prime,dbo,TikTokWebsiteMetrics,2175,0.718750,0.585937
Prime,dbo,YextBusinessCategories,2115,0.390625,0.382812
Prime,dbo,CustomerSavedActions,2039,0.375000,0.250000
Prime,dbo,FacebookAdAccounts,1775,0.335937,0.289062
Prime,dbo,BKUPHistory,1657,0.132812,0.093750
Prime,dbo,PlatformAuto_Dealers,1564,0.398437,0.265625
Prime,dbo,PlatformAuto_Dealers_ExtraInfo,1560,0.921875,0.656250
Prime,dbo,CampaignMetadata,1555,0.726562,0.515625
Prime,dbo,PlatformAuto_get_dealers,1277,0.570312,0.531250
Prime,dbo,MappingClient,1271,0.218750,0.148437
Prime,dbo,VDPPerformanceBackupv2,954,0.203125,0.187500
Prime,dbo,MAIAMarketplaceData,923,0.140625,0.101562
Prime,dbo,AllScheduledJobsOnServer,914,0.617187,0.375000
Prime,dbo,Provider_Entity_Mapping,857,0.195312,0.179687
Prime,dbo,Campaign_Performance_Check,842,0.070312,0.046875
Prime,dbo,MappingInventoryList,825,0.101562,0.062500
Prime,dbo,Impersonate,733,0.078125,0.046875
Prime,dbo,VDPHillside,716,0.140625,0.117187
Prime,dbo,grail_tim_bk,673,0.132812,0.039062
Prime,dbo,PlatformAuto_GetActiveCampaignFlight_info,660,0.132812,0.101562
Prime,dbo,grail_leesburg_fix,524,0.070312,0.031250
Prime,dbo,PlatformAuto_Campaign_Flights,487,0.132812,0.062500
Prime,dbo,display_0imlid,481,0.070312,0.054687
Prime,dbo,VDPPerformanceBackupv3,476,0.132812,0.085937
Prime,dbo,CGActive,449,0.085937,0.046875
Prime,dbo,GAProperties,445,0.195312,0.156250
Prime,dbo,GVACampaignMapping,327,1.070312,0.140625
Prime,dbo,GVASetup,317,0.140625,0.070312
Prime,dbo,PlatformAuto_MoveDealerId_Changes,269,0.070312,0.046875
Prime,dbo,DisplayHardcodedOverwrite,235,0.070312,0.054687
Prime,dbo,VideoAdPlatformTokens,223,0.914062,0.656250
Prime,dbo,Flight_AltId_Mapping,216,0.148437,0.062500
Prime,dbo,CampaignMetadata_Staging,191,0.070312,0.031250
Prime,dbo,CampaignRename,146,0.031250,0.031250
Prime,dbo,VDPPerformanceBackup,128,0.132812,0.039062
Prime,dbo,PerformanceCheckMissing,92,0.078125,0.031250
Prime,dbo,DTCL_Calls_Temp,91,0.078125,0.031250
Prime,dbo,PlatformAgeMapping,89,0.070312,0.015625
Prime,dbo,PendingFulfillments,84,0.273437,0.250000
Prime,dbo,MAIAMarketplaceMapping,80,0.070312,0.015625
Prime,dbo,JoseVGuys,74,0.023437,0.023437
Prime,dbo,VDPDanburyBackup,68,0.132812,0.023437
Prime,dbo,ReportGenerator,51,0.281250,0.148437
Prime,dbo,MenuFeatureFlag,49,0.070312,0.031250
Prime,dbo,PerformanceActionsForServices,47,0.015625,0.015625
Prime,dbo,PlatformCampaignMapping,41,0.070312,0.023437
Prime,dbo,PerformanceActions,39,0.015625,0.015625
Prime,dbo,DBINFO,36,0.015625,0.015625
Prime,dbo,DataSource,33,0.015625,0.015625
Prime,dbo,LocalSearchActionNormalize,26,0.015625,0.015625
Prime,dbo,AmazonOTTData,24,0.070312,0.015625
Prime,dbo,PlatformGenderMapping,24,0.070312,0.015625
Prime,dbo,BKUPSteps,13,0.015625,0.015625
Prime,dbo,Partner,13,0.015625,0.015625
Prime,dbo,FulfillmentState,9,0.015625,0.015625
Prime,dbo,Platforms,8,0.070312,0.015625
Prime,dbo,DataSourceType,7,0.015625,0.015625
Prime,dbo,Job_Completion_Display_Alert_LogTypes,7,0.070312,0.015625
Prime,dbo,PerformanceGroups,7,0.015625,0.015625
Prime,dbo,AgeGroups,5,0.070312,0.015625
Prime,dbo,DataSourceAuthenticationType,4,0.015625,0.015625
Prime,dbo,GenderGroups,3,0.070312,0.015625
Prime,dbo,ImportStatus,3,0.015625,0.015625
Prime,dbo,BKUPSettings,1,0.015625,0.015625
Prime,dbo,obr_Dates_v6,1,0.070312,0.015625
Prime,dbo,PerformanceReportingMaximumDate,1,0.015625,0.015625
Prime,dbo,sysdiagrams,1,0.039062,0.039062
Prime,dbo,AdWords_LocationCriterion,0,0.000000,0.000000
Prime,dbo,AppNexusData,0,0.015625,0.015625
Prime,dbo,attrep_truncation_safeguard,0,0.000000,0.000000
Prime,dbo,CampaignGAPropertyMapping,0,0.000000,0.000000
Prime,dbo,CampaignGoalOverride,0,0.000000,0.000000
Prime,dbo,CoreLog,0,0.000000,0.000000
Prime,dbo,DFATemp,0,0.000000,0.000000
Prime,dbo,DisplayImage,0,0.000000,0.000000
Prime,dbo,GoogleAdsCampaigns,0,0.000000,0.000000
Prime,dbo,ImageProxyRequestAggregated,0,0.000000,0.000000
Prime,dbo,ImageProxyRequestAggregated_Staging,0,0.000000,0.000000
Prime,dbo,IntMaxes,0,0.000000,0.000000
Prime,dbo,LogFile,0,0.000000,0.000000
Prime,dbo,MAIAVdpData,0,0.000000,0.000000
Prime,dbo,obr_LocalPerformance,0,0.000000,0.000000
Prime,dbo,PlatformAuto_get_stats_by_dealer,0,0.000000,0.000000
Prime,dbo,SegmentedCampaignPerformance_Staging,0,0.000000,0.000000
Prime,dbo,SQLInjectionCheck,0,0.000000,0.000000
Prime,dbo,vdptemp,0,0.000000,0.000000
Prime,dbo,VDPVINPerformance,0,0.000000,0.000000
Prime,dbo,YextReportDownloader,0,0.085937,0.031250
Prime,dbo,YextReview,0,0.000000,0.000000
RedDawn,dbo,ListingImageDownload_Queue_History,147097980,16758.617187,16754.914062
RedDawn,dbo,Crawler_Unique_AdNum,41787646,2772.210937,2771.484375
RedDawn,dbo,SmartVDPClicks,23311052,8316.398437,8314.851562
RedDawn,dbo,FBCampaignDatav2,9276171,3274.210937,3273.671875
RedDawn,dbo,crawler_count_log,7103052,663.273437,662.562500
RedDawn,dbo,Crawler_Cleanup_Log,5565341,179.585937,175.429687
RedDawn,dbo,Crawler_Stats,3435822,282.523437,282.171875
RedDawn,dbo,Crawler_MetaData,2850702,219.359375,213.515625
RedDawn,dbo,ListingImageDownload,2745022,807.085937,793.257812
RedDawn,dbo,Crawler_Logs,2275364,188.898437,183.007812
RedDawn,dbo,Crawler_Results,1361054,52771.109375,52223.671875
RedDawn,dbo,Crawler_Totals,264225,18.085937,17.234375
RedDawn,dbo,MonthlyPriceImageProcessing,178433,81.585937,80.648437
RedDawn,dbo,Crawler_Error_Logs,126099,35.445312,33.039062
RedDawn,dbo,SmartVDPListings,60557,97.695312,97.656250
RedDawn,dbo,FBCampaignData,32602,8.742187,8.718750
RedDawn,dbo,Crawler_Revisions,29119,693.031250,691.296875
RedDawn,dbo,Crawler_ImportLog,22183,41.273437,18.500000
RedDawn,dbo,TikTokFeedListings,12621,25.445312,25.414062
RedDawn,dbo,FBImport,10455,0.750000,0.726562
